Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM),Return,Lagged_Return
2003-05-28,364.55,359.5,222.558,219.945,309.203,306.062,-3.2040926225094135,0.24291497975708065
2003-05-29,361.1,363.1,220.519,220.528,308.027,308.104,1.001390820584147,-3.2040926225094135
2003-05-30,365.8,361.4,221.63,220.5,308.692,307.182,-0.46819058110714185,1.001390820584147
2003-06-02,361.3,364.75,221.793,223.636,309.2,311.885,0.9269507470946348,-0.46819058110714185
2003-06-03,365.3,365.0,222.88,223.255,311.026,310.903,0.06854009595613775,0.9269507470946348
2003-06-04,365.3,364.2,223.836,223.34,311.689,311.415,-0.21917808219178436,0.06854009595613775
2003-06-05,362.6,366.75,221.232,221.494,310.047,310.017,0.7001647446458037,-0.21917808219178436
2003-06-06,367.35,363.0,220.36,218.267,310.0,310.018,-1.0224948875255602,0.7001647446458037
2003-06-09,362.8,362.75,219.546,219.809,309.161,308.408,-0.06887052341597588,-1.0224948875255602
2003-06-10,359.4,354.25,217.489,214.1,306.839,302.648,-2.3432115782219154,-0.06887052341597588
2003-06-11,354.15,354.25,212.894,212.507,302.227,301.156,0.0,-2.3432115782219154
2003-06-12,354.2,352.25,211.526,211.206,301.575,300.426,-0.5645730416372619,0.0
2003-06-13,353.95,353.05,211.693,211.597,300.212,299.271,0.227111426543658,-0.5645730416372619
2003-06-16,359.0,358.3,213.754,212.263,301.934,302.108,1.4870414955388656,0.227111426543658
2003-06-17,359.75,362.75,213.692,214.937,304.1,307.647,1.2419759977672307,1.4870414955388656
2003-06-18,361.25,359.75,215.222,214.048,307.447,307.164,-0.8270158511371473,1.2419759977672307
2003-06-19,356.45,357.65,212.552,214.034,305.703,307.497,-0.5837387074357214,-0.8270158511371473
2003-06-20,359.6,358.0,214.367,214.115,307.613,307.29,0.09786103732700724,-0.5837387074357214
2003-06-23,356.05,355.0,214.643,213.341,308.536,308.026,-0.8379888268156388,0.09786103732700724
2003-06-24,354.35,348.25,212.44,209.348,306.002,301.515,-1.9014084507042228,-0.8379888268156388
2003-06-25,347.85,348.1,208.994,207.945,302.032,301.046,-0.04307250538405638,-1.9014084507042228
2003-06-26,345.85,343.85,207.905,206.927,301.342,300.7,-1.2209135305946583,-0.04307250538405638
2003-06-27,343.5,345.5,207.616,209.394,300.788,301.984,0.47986040424603527,-1.2209135305946583
2003-06-30,345.15,346.0,209.601,209.659,302.498,302.052,0.14471780028944004,0.47986040424603527
2003-07-01,348.55,350.2,210.452,210.647,301.958,302.549,1.2138728323699333,0.14471780028944004
2003-07-02,351.2,351.5,211.121,211.365,304.333,304.989,0.3712164477441604,1.2138728323699333
2003-07-03,349.6,349.4,210.387,209.535,305.274,304.223,-0.5974395448079761,0.3712164477441604
2003-07-04,351.1,351.3,210.164,210.511,305.836,306.197,0.5437893531768934,-0.5974395448079761
2003-07-07,350.25,348.15,211.248,211.026,307.696,306.605,-0.8966695132365587,0.5437893531768934
2003-07-08,345.3,347.2,210.999,211.682,306.389,306.2,-0.2728708889846332,-0.8966695132365587
2003-07-09,345.45,344.15,211.777,211.135,304.495,303.537,-0.878456221198165,-0.2728708889846332
2003-07-10,343.4,343.4,210.223,211.323,303.223,302.822,-0.21792822896992137,-0.878456221198165
2003-07-11,344.2,343.7,210.456,210.304,303.661,303.971,0.08736167734419986,-0.21792822896992137
2003-07-14,344.5,347.5,212.065,213.387,305.814,307.795,1.1056153622345022,0.08736167734419986
2003-07-15,348.5,348.25,216.258,216.439,308.216,307.451,0.21582733812950394,1.1056153622345022
2003-07-16,343.0,343.2,215.452,215.443,307.485,306.237,-1.4501076812634683,0.21582733812950394
2003-07-17,344.6,342.5,215.942,215.653,306.72,306.405,-0.20396270396270122,-1.4501076812634683
2003-07-18,344.0,344.35,215.471,216.982,306.869,307.813,0.5401459854014634,-0.20396270396270122
2003-07-21,347.8,350.0,219.156,219.573,308.06,309.433,1.6407724698707549,0.5401459854014634
2003-07-22,352.25,352.0,219.84,219.876,310.079,310.105,0.5714285714285783,1.6407724698707549
2003-07-23,352.2,354.75,220.015,220.89,309.327,310.558,0.78125,0.5714285714285783
2003-07-24,359.8,357.3,223.09,221.788,313.278,311.916,0.7188160676532718,0.78125
2003-07-25,361.1,363.0,223.246,224.143,314.082,314.613,1.5952980688497043,0.7188160676532718
2003-07-28,361.95,365.6,223.15,224.846,315.013,318.051,0.7162534435261714,1.5952980688497043
2003-07-29,364.0,363.5,223.725,223.417,316.935,315.483,-0.5743982494529565,0.7162534435261714
2003-07-30,359.1,357.75,221.053,221.175,313.761,313.816,-1.5818431911966968,-0.5743982494529565
2003-07-31,355.75,354.75,220.757,220.712,313.989,314.774,-0.8385744234800874,-1.5818431911966968
2003-08-01,353.05,352.35,220.106,219.041,315.731,313.758,-0.6765327695560153,-0.8385744234800874
2003-08-04,348.95,347.5,216.605,215.597,308.778,306.843,-1.3764722576983135,-0.6765327695560153
2003-08-05,349.5,348.4,216.879,216.734,308.201,307.774,0.25899280575538697,-1.3764722576983135
2003-08-06,352.65,352.0,218.224,218.132,309.342,309.124,1.0332950631458226,0.25899280575538697
2003-08-07,350.15,351.6,217.823,218.074,308.231,308.882,-0.1136363636363602,1.0332950631458226
2003-08-08,353.5,353.95,219.293,219.64,311.591,312.125,0.6683731513082991,-0.1136363636363602
2003-08-11,357.0,359.15,223.195,223.867,316.545,317.074,1.469134058482835,0.6683731513082991
2003-08-12,360.0,360.1,224.201,224.571,317.572,318.673,0.264513434498137,1.469134058482835
2003-08-13,356.0,358.65,222.056,222.833,316.529,317.474,-0.4026659261316401,0.264513434498137
2003-08-14,362.25,363.6,224.86,226.401,319.868,322.055,1.3801756587202174,-0.4026659261316401
2003-08-15,363.3,364.5,226.567,228.126,321.846,323.511,0.24752475247524774,1.3801756587202174
2003-08-18,361.3,360.25,226.449,226.146,321.728,321.939,-1.1659807956104218,0.24752475247524774
2003-08-19,358.3,360.4,225.772,227.31,322.212,324.685,0.04163775156140748,-1.1659807956104218
2003-08-20,362.2,363.7,227.37,228.025,325.719,326.628,0.9156492785793668,0.04163775156140748
2003-08-21,364.0,363.3,229.581,229.573,330.518,330.724,-0.10998075336815516,0.9156492785793668
2003-08-22,360.75,358.75,228.612,228.285,330.055,330.493,-1.2524084778420042,-0.10998075336815516
2003-08-26,360.75,360.5,230.364,230.057,332.857,332.626,0.4878048780487809,-1.2524084778420042
2003-08-27,364.3,371.25,231.891,235.939,334.312,340.128,2.9819694868238544,0.4878048780487809
2003-08-28,370.9,369.8,236.393,234.585,341.214,339.734,-0.3905723905723857,2.9819694868238544
2003-08-29,371.0,375.6,234.469,237.767,339.837,342.451,1.568415359653863,-0.3905723905723857
2003-09-01,376.35,376.25,238.725,239.864,342.604,343.231,0.17305644302447742,1.568415359653863
2003-09-02,375.5,373.7,239.706,237.798,345.86,343.632,-0.6777408637873794,0.17305644302447742
2003-09-03,372.2,370.0,237.403,235.774,344.056,342.371,-0.990099009900991,-0.6777408637873794
2003-09-04,373.0,370.75,236.75,234.875,343.842,340.857,0.20270270270270618,-0.990099009900991
2003-09-05,371.0,375.8,234.498,236.829,339.122,340.46,1.3621038435603472,0.20270270270270618
2003-09-08,376.4,374.65,236.923,236.298,339.926,338.529,-0.30601383714742303,1.3621038435603472
2003-09-09,378.2,382.25,238.913,240.031,340.23,341.6,2.028559989323364,-0.30601383714742303
2003-09-10,381.15,380.0,239.491,238.499,340.191,338.832,-0.5886200130804431,2.028559989323364
2003-09-11,379.05,376.3,237.723,236.325,337.533,337.035,-0.9736842105263155,-0.5886200130804431
2003-09-12,377.5,378.25,236.974,235.773,338.11,334.794,0.5182035609885727,-0.9736842105263155
2003-09-15,375.3,373.5,233.905,233.117,333.156,330.677,-1.2557832121612655,0.5182035609885727
2003-09-16,374.9,374.6,234.415,235.154,333.008,333.541,0.29451137884872747,-1.2557832121612655
2003-09-17,372.9,374.25,233.691,233.775,333.99,333.289,-0.09343299519487536,0.29451137884872747
2003-09-18,376.95,378.3,233.652,233.735,334.531,334.779,1.082164328657309,-0.09343299519487536
2003-09-19,376.3,379.75,231.669,233.104,333.451,335.616,0.38329368226275307,1.082164328657309
2003-09-22,386.2,385.5,234.487,234.019,336.499,335.86,1.5141540487162652,0.38329368226275307
2003-09-23,386.45,384.6,233.646,232.696,336.336,335.456,-0.23346303501945442,1.5141540487162652
2003-09-24,385.25,385.0,232.625,232.769,335.876,336.245,0.10400416016640435,-0.23346303501945442
2003-09-25,391.85,390.7,236.482,235.546,340.887,339.857,1.4805194805194821,0.10400416016640435
2003-09-26,384.1,382.7,231.525,230.195,334.728,333.072,-2.0476068594829755,1.4805194805194821
2003-09-29,379.85,381.95,230.352,231.149,332.473,333.523,-0.195975960282202,-2.0476068594829755
2003-09-30,384.5,388.0,229.854,231.919,328.97,331.199,1.5839769603351206,-0.195975960282202
2003-10-01,385.0,383.5,231.551,231.177,329.623,328.48,-1.1597938144329856,1.5839769603351206
2003-10-02,385.15,382.2,230.836,228.931,328.486,327.226,-0.3389830508474634,-1.1597938144329856
2003-10-03,383.95,384.25,229.979,230.435,327.966,329.687,0.5363683935112551,-0.3389830508474634
2003-10-06,372.75,371.3,224.143,222.429,321.891,319.151,-3.370201691607022,0.5363683935112551
2003-10-07,376.2,376.1,224.597,225.115,319.355,319.27,1.292755184486949,-3.370201691607022
2003-10-08,376.6,375.25,226.363,225.714,319.153,317.444,-0.2260037224142586,1.292755184486949
2003-10-09,376.45,370.6,225.893,223.32,317.733,315.539,-1.2391738840772715,-0.2260037224142586
2003-10-10,370.35,372.3,222.74,223.135,315.379,315.375,0.4587155963302614,-1.2391738840772715
2003-10-13,370.8,370.25,223.67,222.346,317.792,316.102,-0.5506312113886636,0.4587155963302614
2003-10-14,373.65,373.95,225.226,224.73,320.18,320.163,0.9993247805536676,-0.5506312113886636
2003-10-15,374.5,373.5,224.184,223.439,320.359,320.766,-0.12033694344163459,0.9993247805536676
2003-10-16,371.2,373.4,221.93,222.328,319.175,319.883,-0.026773761713527744,-0.12033694344163459
2003-10-17,371.8,370.5,222.169,221.458,320.186,318.984,-0.776647027316546,-0.026773761713527744
2003-10-20,371.45,373.8,221.431,223.297,318.322,320.858,0.8906882591093179,-0.776647027316546
2003-10-21,374.8,378.2,224.029,225.791,321.717,323.524,1.1771000535045317,0.8906882591093179
2003-10-22,381.55,384.75,226.978,227.892,326.502,327.224,1.7318878900052903,1.1771000535045317
2003-10-23,386.75,384.5,228.549,227.501,327.699,326.484,-0.06497725795971965,1.7318878900052903
2003-10-24,384.6,388.25,226.929,228.584,326.43,328.385,0.975292587776333,-0.06497725795971965
2003-10-27,386.75,386.0,227.835,227.93,328.534,329.127,-0.5795235028976164,0.975292587776333
2003-10-28,386.55,384.4,228.188,227.187,329.54,328.912,-0.4145077720207335,-0.5795235028976164
2003-10-29,382.7,385.4,224.326,226.573,326.815,329.881,0.2601456815816805,-0.4145077720207335
2003-10-30,391.0,386.5,229.865,226.952,334.274,330.54,0.2854177477945141,0.2601456815816805
2003-10-31,384.6,386.25,227.037,227.943,330.271,332.315,-0.06468305304010435,0.2854177477945141
2003-11-03,383.25,383.25,226.106,226.306,330.816,331.159,-0.7766990291262155,-0.06468305304010435
2003-11-04,378.3,377.9,225.581,225.518,330.105,328.752,-1.3959556425309882,-0.7766990291262155
2003-11-05,382.15,378.75,227.877,226.119,333.319,330.497,0.22492722942577537,-1.3959556425309882
2003-11-06,381.9,380.25,228.341,227.422,333.392,332.823,0.3960396039603964,0.22492722942577537
2003-11-07,381.0,378.95,228.898,227.666,333.362,331.83,-0.34188034188034067,0.3960396039603964
2003-11-10,382.85,383.5,228.977,229.503,333.638,333.768,1.2006861063464935,-0.34188034188034067
2003-11-11,386.4,387.8,231.682,232.913,336.058,336.924,1.1212516297262054,1.2006861063464935
2003-11-12,388.05,389.7,232.296,232.657,334.526,334.938,0.489943269726667,1.1212516297262054
2003-11-13,395.5,395.4,234.997,234.45,338.381,337.372,1.4626635873749017,0.489943269726667
2003-11-14,395.35,396.7,233.935,234.914,335.327,336.557,0.32878098128477085,1.4626635873749017
2003-11-17,398.0,393.7,235.197,232.876,336.774,333.955,-0.7562389715149997,0.32878098128477085
2003-11-18,392.4,393.9,231.641,232.664,333.673,333.164,0.05080010160019022,-0.7562389715149997
2003-11-19,397.15,395.15,233.645,232.619,332.761,331.641,0.3173394262503182,0.05080010160019022
2003-11-20,395.75,394.3,232.63,231.261,331.866,330.844,-0.21510818676451215,0.3173394262503182
2003-11-21,393.85,395.5,231.296,231.734,331.524,331.656,0.30433679939132485,-0.21510818676451215
2003-11-24,394.25,391.9,232.39,230.801,334.082,331.837,-0.9102402022756029,0.30433679939132485
2003-11-25,391.5,391.75,230.565,230.645,332.343,331.57,-0.03827507017095666,-0.9102402022756029
2003-11-26,392.0,396.0,230.928,232.326,331.165,332.913,1.084875558391829,-0.03827507017095666
2003-11-27,396.25,395.45,231.05,230.852,332.704,332.451,-0.1388888888888884,1.084875558391829
2003-11-28,398.1,398.35,231.319,231.196,332.11,331.82,0.7333417625490002,-0.1388888888888884
2003-12-01,398.75,400.25,231.468,232.069,332.07,333.181,0.47696749089995993,0.7333417625490002
2003-12-02,401.05,401.35,233.101,232.667,334.906,333.763,0.2748282323547846,0.47696749089995993
2003-12-03,403.3,401.8,233.216,232.564,333.444,332.341,0.11212158963498364,0.2748282323547846
2003-12-04,402.4,402.25,233.411,233.595,333.61,332.164,0.11199601791935798,0.11212158963498364
2003-12-05,402.0,402.4,233.49,233.275,332.919,331.958,0.03729024238656731,0.11199601791935798
2003-12-08,408.75,406.15,235.999,234.43,335.674,332.637,0.9319085487077494,0.03729024238656731
2003-12-09,408.25,407.75,234.492,233.735,332.912,332.993,0.39394312446141555,0.9319085487077494
2003-12-10,407.3,410.0,233.57,234.755,333.224,334.557,0.5518087063151489,0.39394312446141555
2003-12-11,404.0,404.1,231.811,231.709,332.155,332.456,-1.4390243902438926,0.5518087063151489
2003-12-12,406.6,407.1,232.542,232.961,332.108,332.191,0.7423904974016349,-1.4390243902438926
2003-12-15,404.5,407.5,232.271,233.124,330.744,331.624,0.09825595676737908,0.7423904974016349
2003-12-16,409.7,408.0,234.449,233.276,331.875,330.9,0.12269938650306678,0.09825595676737908
2003-12-17,407.5,408.25,232.591,231.763,330.361,329.766,0.06127450980393245,0.12269938650306678
2003-12-18,410.75,407.5,232.654,230.813,330.451,329.293,-0.1837109614207022,0.06127450980393245
2003-12-19,408.75,409.75,231.455,231.825,329.239,330.177,0.5521472392638005,-0.1837109614207022
2003-12-22,410.8,410.45,233.012,233.012,330.491,330.076,0.17083587553385904,0.5521472392638005
2003-12-23,409.6,409.25,232.2,232.067,330.189,330.04,-0.29236204166158686,0.17083587553385904
2003-12-29,413.5,412.0,232.958,231.969,331.197,329.864,0.6719609040928498,0.0
2003-12-30,415.6,416.25,234.18,233.809,332.32,332.335,1.0315533980582492,0.6719609040928498
2004-01-02,415.2,415.25,232.15,232.048,329.002,329.433,-0.2402402402402415,0.0
2004-01-05,417.75,420.6,232.277,232.955,329.716,331.965,1.2883804936785204,-0.2402402402402415
2004-01-06,428.0,424.4,234.842,232.803,335.555,332.081,0.9034712315739268,1.2883804936785204
2004-01-07,420.65,421.75,231.686,231.794,332.057,332.217,-0.624410933081998,0.9034712315739268
2004-01-08,418.1,421.0,230.574,230.155,332.353,331.027,-0.1778304682868992,-0.624410933081998
2004-01-09,422.8,423.35,230.396,229.707,331.92,330.226,0.5581947743467985,-0.1778304682868992
2004-01-12,428.2,425.25,230.898,229.952,332.299,331.967,0.4488012282980902,0.5581947743467985
2004-01-13,424.5,425.5,230.206,230.174,333.072,333.307,0.05878894767783471,0.4488012282980902
2004-01-14,421.0,419.5,229.053,228.424,332.202,331.228,-1.4101057579318454,0.05878894767783471
2004-01-15,415.5,412.5,227.422,226.238,328.51,326.992,-1.6686531585220488,-1.4101057579318454
2004-01-16,410.3,408.4,226.248,226.11,328.083,328.481,-0.9939393939394026,-1.6686531585220488
2004-01-19,407.1,406.6,227.519,227.596,328.837,328.752,-0.4407443682663992,-0.9939393939394026
2004-01-20,408.3,409.25,227.149,225.83,328.084,326.356,0.6517461878996489,-0.4407443682663992
2004-01-21,411.25,407.6,224.702,222.915,325.691,323.62,-0.40317654245570766,0.6517461878996489
2004-01-22,412.0,409.25,223.028,222.056,323.366,322.067,0.404808635917564,-0.40317654245570766
2004-01-23,411.4,409.0,222.559,222.949,322.54,322.301,-0.06108735491753281,0.404808635917564
2004-01-26,406.2,408.2,222.624,223.365,323.408,324.097,-0.19559902200488866,-0.06108735491753281
2004-01-27,404.0,405.7,223.823,223.465,323.848,322.624,-0.6124448799608051,-0.19559902200488866
2004-01-28,410.7,411.0,224.096,224.345,325.952,326.45,1.3063840276066108,-0.6124448799608051
2004-01-29,410.15,405.7,224.494,222.973,327.727,326.099,-1.2895377128953833,1.3063840276066108
2004-01-30,401.3,399.75,221.561,220.03,323.238,322.327,-1.4666009366526955,-1.2895377128953833
2004-02-02,401.85,398.35,220.373,218.549,322.434,319.754,-0.3502188868042433,-1.4666009366526955
2004-02-03,401.75,401.45,218.747,218.144,319.992,319.626,0.7782101167315147,-0.3502188868042433
2004-02-04,399.6,399.25,217.529,217.896,318.533,318.992,-0.5480134512392598,0.7782101167315147
2004-02-05,399.3,399.55,217.709,217.029,317.383,316.55,0.0751408891672023,-0.5480134512392598
2004-02-06,396.4,404.25,216.081,218.809,316.361,318.182,1.1763233637842596,0.0751408891672023
2004-02-09,406.7,405.95,218.903,218.253,319.306,319.269,0.42053184910326724,1.1763233637842596
2004-02-10,408.35,408.55,218.521,218.593,319.773,320.935,0.6404729646508178,0.42053184910326724
2004-02-11,406.4,405.75,217.129,217.048,320.176,319.891,-0.6853506302778145,0.6404729646508178
2004-02-12,411.4,411.6,217.27,217.72,320.98,321.186,1.4417744916820796,-0.6853506302778145
2004-02-13,412.1,416.0,217.754,219.479,321.476,323.484,1.0689990281826933,1.4417744916820796
2004-02-16,410.7,411.7,217.647,217.773,321.991,322.169,-1.033653846153848,1.0689990281826933
2004-02-17,413.7,414.5,217.76,217.505,322.246,322.744,0.6801068739373362,-1.033653846153848
2004-02-18,415.9,414.5,217.43,217.38,322.478,322.568,0.0,0.6801068739373362
2004-02-19,410.2,409.8,216.762,216.722,322.56,323.441,-1.1338962605548786,0.0
2004-02-20,408.25,405.25,216.486,216.076,322.218,320.787,-1.110297706198149,-1.1338962605548786
2004-02-23,399.85,399.5,215.147,214.255,318.479,317.77,-1.4188772362739077,-1.110297706198149
2004-02-24,401.45,402.25,214.164,213.52,318.864,318.261,0.6883604505631968,-1.4188772362739077
2004-02-25,403.4,400.25,213.496,211.997,318.44,317.482,-0.49720323182100845,0.6883604505631968
2004-02-26,395.05,393.25,212.107,210.994,317.948,315.711,-1.7489069331667717,-0.49720323182100845
2004-02-27,392.25,395.85,212.199,213.109,316.586,317.875,0.6611570247933907,-1.7489069331667717
2004-03-01,398.5,400.0,213.421,213.652,319.439,320.384,1.0483769104458807,0.6611570247933907
2004-03-02,398.6,395.75,214.243,213.204,321.581,319.411,-1.0624999999999996,1.0483769104458807
2004-03-03,390.35,390.5,212.806,213.458,321.408,321.531,-1.3265950726468745,-1.0624999999999996
2004-03-04,394.15,392.0,215.559,215.03,323.737,322.156,0.3841229193341844,-1.3265950726468745
2004-03-05,393.5,399.25,216.138,216.103,322.382,321.509,1.8494897959183687,0.3841229193341844
2004-03-08,399.4,399.85,215.694,216.217,323.113,322.85,0.1502817783343824,1.8494897959183687
2004-03-09,401.2,401.5,218.221,218.444,324.071,323.712,0.4126547455295615,0.1502817783343824
2004-03-10,400.8,400.25,220.123,221.389,326.198,326.628,-0.3113325031133263,0.4126547455295615
2004-03-11,397.4,398.45,221.171,221.3,325.391,324.788,-0.44971892567146066,-0.3113325031133263
2004-03-12,400.75,398.0,223.011,221.641,326.929,325.403,-0.11293763332914653,-0.44971892567146066
2004-03-15,399.0,398.1,220.466,221.487,324.364,325.112,0.02512562814069863,-0.11293763332914653
2004-03-16,399.6,402.5,220.044,221.507,323.563,325.911,1.1052499372017133,0.02512562814069863
2004-03-17,402.0,402.75,222.136,222.121,328.003,329.583,0.06211180124222615,1.1052499372017133
2004-03-18,407.15,410.75,223.096,224.576,331.555,333.05,1.9863438857852245,0.06211180124222615
2004-03-19,411.0,412.0,224.003,224.462,332.578,333.468,0.3043213633597164,1.9863438857852245
2004-03-22,414.1,417.65,224.749,226.074,335.957,337.85,1.3713592233009608,0.3043213633597164
2004-03-23,415.2,416.25,225.163,225.671,337.15,338.828,-0.33520890697952277,1.3713592233009608
2004-03-24,417.6,415.25,226.587,226.541,340.065,340.48,-0.2402402402402415,-0.33520890697952277
2004-03-25,416.6,416.1,230.357,230.067,342.881,342.328,0.20469596628538422,-0.2402402402402415
2004-03-26,417.5,421.5,229.648,231.657,342.775,346.343,1.2977649603460595,0.20469596628538422
2004-03-29,420.9,421.25,232.093,231.265,347.249,346.537,-0.059311981020171434,1.2977649603460595
2004-03-30,419.15,420.0,229.923,229.973,343.144,344.403,-0.29673590504450953,-0.059311981020171434
2004-03-31,423.0,423.7,230.581,230.836,345.729,345.962,0.8809523809523823,-0.29673590504450953
2004-04-01,425.3,427.25,229.942,230.013,344.819,345.476,0.8378569742742537,0.8809523809523823
2004-04-02,426.1,419.0,230.076,228.862,345.72,343.922,-1.9309537741369232,0.8378569742742537
2004-04-05,420.55,417.7,230.754,230.074,347.246,347.446,-0.31026252983293867,-1.9309537741369232
2004-04-06,416.95,418.5,227.345,227.842,344.587,346.44,0.19152501795547394,-0.31026252983293867
2004-04-07,419.25,419.0,227.791,228.04,346.602,345.71,0.11947431302270495,0.19152501795547394
2004-04-08,422.0,419.5,229.211,228.673,347.182,347.354,0.11933174224343368,0.11947431302270495
2004-04-13,417.45,407.9,228.364,224.676,347.788,341.768,-2.765196662693692,0.11933174224343368
2004-04-14,405.75,397.75,224.543,222.393,340.337,334.3,-2.488354988967878,-2.765196662693692
2004-04-15,398.0,398.25,222.558,223.259,333.333,333.487,0.12570710245127792,-2.488354988967878
2004-04-16,399.75,400.85,222.95,222.942,333.681,333.903,0.652856246076583,0.12570710245127792
2004-04-19,405.3,403.1,223.614,222.966,335.847,334.94,0.5613072221529292,0.652856246076583
2004-04-20,398.8,396.85,222.47,221.729,334.564,333.768,-1.5504837509302871,0.5613072221529292
2004-04-21,393.75,392.75,222.119,221.118,332.559,330.793,-1.033135945571384,-1.5504837509302871
2004-04-22,391.35,392.3,221.352,221.576,330.532,330.191,-0.11457670273711251,-1.033135945571384
2004-04-23,396.25,394.5,222.662,223.184,332.899,333.277,0.5607953097119589,-0.11457670273711251
2004-04-26,396.5,397.0,222.753,222.409,334.967,334.598,0.6337135614702172,0.5607953097119589
2004-04-27,397.15,396.25,221.686,222.026,334.301,334.078,-0.18891687657430767,0.6337135614702172
2004-04-28,396.75,392.25,221.995,220.241,332.677,330.566,-1.0094637223974745,-0.18891687657430767
2004-04-29,382.75,386.0,216.573,217.342,323.405,323.446,-1.5933715742511123,-1.0094637223974745
2004-04-30,387.3,388.5,218.863,218.688,324.399,324.426,0.6476683937823857,-1.5933715742511123
2004-05-04,389.75,391.25,217.859,218.271,323.713,323.748,0.7078507078507101,0.6476683937823857
2004-05-05,394.3,392.55,219.177,218.813,324.207,323.086,0.3322683706070251,0.7078507078507101
2004-05-06,392.0,387.5,218.47,216.227,322.82,321.15,-1.2864603235256733,0.3322683706070251
2004-05-07,386.85,380.8,215.587,212.714,320.665,318.821,-1.7290322580645112,-1.2864603235256733
2004-05-10,374.1,375.0,210.583,211.399,316.096,317.178,-1.5231092436974847,-1.7290322580645112
2004-05-11,378.0,375.25,214.529,213.635,319.392,317.685,0.06666666666665932,-1.5231092436974847
2004-05-12,381.15,382.2,215.23,214.816,320.725,320.315,1.8520986009327167,0.06666666666665932
2004-05-13,375.5,375.15,212.688,212.694,316.691,317.225,-1.8445839874411285,1.8520986009327167
2004-05-14,373.5,376.5,213.321,213.617,316.525,316.786,0.35985605757697936,-1.8445839874411285
2004-05-17,380.8,382.95,215.19,216.051,316.595,317.906,1.713147410358573,0.35985605757697936
2004-05-18,379.0,377.7,214.634,213.426,315.807,315.407,-1.3709361535448439,1.713147410358573
2004-05-19,380.2,380.75,213.164,213.796,316.939,316.975,0.8075191951284033,-1.3709361535448439
2004-05-20,380.45,379.5,215.394,213.923,318.848,317.733,-0.32829940906106136,0.8075191951284033
2004-05-21,382.25,385.3,213.19,215.131,317.352,320.256,1.528326745718056,-0.32829940906106136
2004-05-24,383.85,384.0,214.789,214.417,321.267,320.99,-0.33739942901634956,1.528326745718056
2004-05-25,387.6,388.9,214.796,214.613,321.207,320.875,1.2760416666666607,-0.33739942901634956
2004-05-26,390.5,389.65,214.974,214.376,322.381,321.777,0.19285163281048678,1.2760416666666607
2004-05-27,391.45,393.6,214.317,214.765,322.022,321.674,1.0137302707558193,0.19285163281048678
2004-05-28,393.85,393.25,214.808,214.223,321.615,321.677,-0.08892276422765022,1.0137302707558193
2004-06-01,395.85,397.2,215.393,216.199,323.196,325.227,1.0044500953591884,-0.08892276422765022
2004-06-02,395.85,394.85,214.704,213.907,322.774,321.408,-0.5916414904330258,1.0044500953591884
2004-06-03,391.4,390.35,213.437,212.539,320.033,319.2,-1.1396732936558185,-0.5916414904330258
2004-06-04,388.1,388.3,211.062,211.239,317.75,317.628,-0.5251697194825211,-1.1396732936558185
2004-06-07,393.45,393.6,213.89,214.134,319.307,319.403,1.364924027813541,-0.5251697194825211
2004-06-08,394.95,392.35,214.135,213.733,320.42,319.842,-0.31758130081300795,1.364924027813541
2004-06-09,389.3,386.85,211.622,211.336,318.342,318.028,-1.401809608767679,-0.31758130081300795
2004-06-10,384.25,384.95,210.042,210.724,318.562,319.249,-0.491146439188328,-1.401809608767679
2004-06-11,384.55,384.85,210.828,211.363,320.032,320.228,-0.0259773996622803,-0.491146439188328
2004-06-14,382.9,385.1,211.687,212.153,319.403,319.082,0.06496037417176304,-0.0259773996622803
2004-06-15,382.3,386.5,210.75,211.932,317.499,318.868,0.36354193715917305,0.06496037417176304
2004-06-16,387.75,385.25,211.885,210.393,320.455,319.763,-0.3234152652005218,0.36354193715917305
2004-06-17,386.0,386.1,210.618,210.845,320.59,321.429,0.22063595068138042,-0.3234152652005218
2004-06-18,388.7,395.1,212.254,214.962,323.62,326.125,2.331002331002341,0.22063595068138042
2004-06-21,393.85,395.25,214.972,216.137,325.63,327.112,0.037965072133627764,2.331002331002341
2004-06-22,394.6,395.75,216.754,217.206,326.548,327.039,0.12650221378873727,0.037965072133627764
2004-06-23,395.25,393.9,217.745,216.738,326.222,326.211,-0.467466835123187,0.12650221378873727
2004-06-24,396.75,400.0,218.294,219.66,327.46,328.65,1.5486164001015545,-0.467466835123187
2004-06-25,401.15,401.5,220.243,220.386,330.654,330.317,0.374999999999992,1.5486164001015545
2004-06-28,401.7,404.25,220.037,220.648,330.536,331.0,0.6849315068493178,0.374999999999992
2004-06-29,396.75,394.4,217.851,217.961,326.248,325.386,-2.4366110080395798,0.6849315068493178
2004-06-30,393.75,395.8,217.626,217.964,324.689,324.932,0.3549695740365122,-2.4366110080395798
2004-07-01,394.5,394.8,217.188,217.365,324.424,324.378,-0.2526528549772644,0.3549695740365122
2004-07-02,394.7,397.75,216.964,217.373,324.93,323.374,0.7472137791286748,-0.2526528549772644
2004-07-05,398.4,398.25,217.467,217.433,324.192,324.123,0.12570710245127792,0.7472137791286748
2004-07-06,398.4,394.5,217.349,214.123,324.14,321.123,-0.941619585687381,0.12570710245127792
2004-07-07,397.35,399.65,214.436,215.596,321.273,322.949,1.3054499366286443,-0.941619585687381
